focus,category,token,initial_tier,repo,support_tier,path,repo_relative_path,count,first_line,reason
storage_capability,storage_direct,Zlib::GzipReader.open,Compat in legacy; constrained in Box,scripts,primary,stage/scripts/scripts/repository.lic,scripts/repository.lic,1,1965,Too common to break in legacy mode; future isolated mode should declare storage boundaries.
storage_capability,storage_direct,Zlib::GzipReader.open,Compat in legacy; constrained in Box,scripts,primary,stage/scripts/spec/jinx/repos/core/assets/lich.rb,spec/jinx/repos/core/assets/lich.rb,2,2923,Too common to break in legacy mode; future isolated mode should declare storage boundaries.
reflection_box_policy,reflection_eval,eval,Unsupported / Private for Box strict mode,scripts,primary,stage/scripts/scripts/burstcalc.lic,scripts/burstcalc.lic,24,90,"Legacy Ruby may allow it, but Box isolation should not expose private-core reach-through by default."
reflection_box_policy,reflection_eval,eval,Unsupported / Private for Box strict mode,dr-scripts,primary,stage/dr-scripts/trigger-watcher.lic,trigger-watcher.lic,17,39,"Legacy Ruby may allow it, but Box isolation should not expose private-core reach-through by default."
reflection_box_policy,reflection_eval,eval,Unsupported / Private for Box strict mode,scripts,primary,stage/scripts/scripts/bigshot.lic,scripts/bigshot.lic,5,48,"Legacy Ruby may allow it, but Box isolation should not expose private-core reach-through by default."
reflection_box_policy,reflection_eval,instance_eval,Unsupported / Private for Box strict mode,scripts,primary,stage/scripts/scripts/slop-lib.lic,scripts/slop-lib.lic,2,163,"Legacy Ruby may allow it, but Box isolation should not expose private-core reach-through by default."
reflection_box_policy,reflection_eval,instance_eval,Unsupported / Private for Box strict mode,scripts,primary,stage/scripts/lib/migration/change-set.rb,lib/migration/change-set.rb,1,21,"Legacy Ruby may allow it, but Box isolation should not expose private-core reach-through by default."
reflection_box_policy,reflection_eval,instance_eval,Unsupported / Private for Box strict mode,scripts,primary,stage/scripts/lib/migration/migrator.rb,lib/migration/migrator.rb,1,22,"Legacy Ruby may allow it, but Box isolation should not expose private-core reach-through by default."
reflection_box_policy,reflection_eval,class_eval,Unsupported / Private for Box strict mode,scripts,primary,stage/scripts/spec/jinx/repos/core/assets/lich.rb,spec/jinx/repos/core/assets/lich.rb,1,687,"Legacy Ruby may allow it, but Box isolation should not expose private-core reach-through by default."
reflection_box_policy,reflection_eval,class_eval,Unsupported / Private for Box strict mode,scripts,primary,stage/scripts/spec/jinx/repos/extras/assets/lich.rb,spec/jinx/repos/extras/assets/lich.rb,1,687,"Legacy Ruby may allow it, but Box isolation should not expose private-core reach-through by default."
reflection_box_policy,reflection_eval,class_eval,Unsupported / Private for Box strict mode,dr-scripts,primary,stage/dr-scripts/spec/astrology_spec.rb,spec/astrology_spec.rb,1,105,"Legacy Ruby may allow it, but Box isolation should not expose private-core reach-through by default."
reflection_box_policy,reflection_eval,module_eval,Unsupported / Private for Box strict mode,scripts,primary,stage/scripts/spec/jinx/repos/core/assets/lich.rb,spec/jinx/repos/core/assets/lich.rb,5,688,"Legacy Ruby may allow it, but Box isolation should not expose private-core reach-through by default."
reflection_box_policy,reflection_eval,module_eval,Unsupported / Private for Box strict mode,scripts,primary,stage/scripts/spec/jinx/repos/extras/assets/lich.rb,spec/jinx/repos/extras/assets/lich.rb,5,688,"Legacy Ruby may allow it, but Box isolation should not expose private-core reach-through by default."
reflection_box_policy,reflection_eval,module_eval,Unsupported / Private for Box strict mode,lich_repo_mirror,legacy-risk,stage/lich_repo_mirror/lib/bounty.lic,lib/bounty.lic,2,31,"Legacy Ruby may allow it, but Box isolation should not expose private-core reach-through by default."
reflection_box_policy,reflection_eval,send,Unsupported / Private for Box strict mode,scripts,primary,stage/scripts/scripts/ecaster.lic,scripts/ecaster.lic,69,103,"Legacy Ruby may allow it, but Box isolation should not expose private-core reach-through by default."
reflection_box_policy,reflection_eval,send,Unsupported / Private for Box strict mode,scripts,primary,stage/scripts/scripts/poolparty.lic,scripts/poolparty.lic,37,355,"Legacy Ruby may allow it, but Box isolation should not expose private-core reach-through by default."
reflection_box_policy,reflection_eval,send,Unsupported / Private for Box strict mode,scripts,primary,stage/scripts/scripts/spa.lic,scripts/spa.lic,22,95,"Legacy Ruby may allow it, but Box isolation should not expose private-core reach-through by default."
reflection_box_policy,reflection_eval,public_send,Unsupported / Private for Box strict mode,scripts,primary,stage/scripts/scripts/bigshot.lic,scripts/bigshot.lic,1,8241,"Legacy Ruby may allow it, but Box isolation should not expose private-core reach-through by default."
reflection_box_policy,reflection_eval,public_send,Unsupported / Private for Box strict mode,lich_repo_mirror,legacy-risk,stage/lich_repo_mirror/lib/sbox.lic,lib/sbox.lic,2,223,"Legacy Ruby may allow it, but Box isolation should not expose private-core reach-through by default."
reflection_box_policy,reflection_eval,public_send,Unsupported / Private for Box strict mode,lich_repo_mirror,legacy-risk,stage/lich_repo_mirror/lib/bigshit2.lic,lib/bigshit2.lic,1,7480,"Legacy Ruby may allow it, but Box isolation should not expose private-core reach-through by default."
reflection_box_policy,reflection_eval,StringProc.new,Unsupported / Private for Box strict mode,scripts,primary,stage/scripts/scripts/shatteredmap.lic,scripts/shatteredmap.lic,55,116,"Legacy Ruby may allow it, but Box isolation should not expose private-core reach-through by default."
reflection_box_policy,reflection_eval,StringProc.new,Unsupported / Private for Box strict mode,scripts,primary,stage/scripts/scripts/proctor.lic,scripts/proctor.lic,5,164,"Legacy Ruby may allow it, but Box isolation should not expose private-core reach-through by default."
reflection_box_policy,reflection_eval,StringProc.new,Unsupported / Private for Box strict mode,dr-scripts,primary,stage/dr-scripts/dependency.lic,dependency.lic,4,602,"Legacy Ruby may allow it, but Box isolation should not expose private-core reach-through by default."
